stop_code;stop_name;stop_desc;stop_lat;stop_lon;zone_id;wheelchair_boarding
19909;AV.MADRID-AV.CASTILLA Y LEÓN;Avda de Madrid 1;40.6147575378418;-3.72137665748596;B2;0
19910;AV.MADRID-AV.COMUNIDAD VALENCIANA;Avda de Madrid 1;40.6161003112793;-3.72252607345581;B2;0
06619;AV.ANDALUCÍA-COLEGIO;Avda de Andalucía 55;40.6718711853027;-3.7795889377594;B3;1
06622;AV.PUENTE MANZANARES-PUENTE GRAJAL;Avda del Puente del Manzanares 7;40.6753387451172;-3.78120303153992;B3;1
06623;AV.ANDALUCÍA-CÁDIZ;Avda de Andalucía 57;40.6731452941895;-3.78059768676758;B3;1
13284;PºESTACIÓN-VIRGEN DEL PUERTO;Paseo de la Estación 25;40.6512985229492;-3.77388477325439;B3;1
17781;PºESTACIÓN-COLEGIO;Paseo de la Estación 29;40.6486892700195;-3.77463531494141;B3;0
07539;PZA.EMPERADOR CARLOS V-ATOCHA;Plaza del Emperador Carlos V 8;40.4080785277245;-3.69301938907853;A;1
07622;Pº STA.Mª CABEZA-EST.PLAZA ELÍPTICA;Paseo de Santa María de la Cabeza 3800;40.3859687944892;-3.71694469061905;A;1
08288;AV.JUAN CARLOS I-SAUCES;Calle los Tamarindos 5;40.2959129400618;-3.75124221127272;B1;1
08340;AV.JUAN CARLOS I-OFICINA CORREOS;Avda de Juan Carlos I 1;40.2968379738257;-3.74891103627646;B1;1
08989;AV.JUAN CARLOS I-POLICÍA LOCAL;Avda de Juan Carlos I 22;40.2885314811326;-3.7489252208481;B1;1
1184;Pº DELICIAS-PZA.LUCA DE TENA;Paseo de las Delicias 47;40.4027681267495;-3.6937073401126;A;0
12847;FERROCARRIL-GTA.DON JOSÉ PAREJO RISCO;Calle   Ferrocarril 10;40.306944366888;-3.7351485480328;B1;1
12848;FERROCARRIL-LOPE DE VEGA;Calle  Ferrocarril 24;40.3050592022875;-3.73550466509713;B1;1
17897;FERROCARRIL-PINTOR ROSALES;Calle   Ferrocarril 41;40.301589516592;-3.73569060169606;B1;0
17898;FERROCARRIL-VILLAVICIOSA;Calle  Ferrocarril 20;40.3055479037509;-3.73515694255747;B1;0
19098;FERROCARRIL-PADRE BLANCO;Calle   Ferrocarril 1 A;40.3068299478859;-3.73472367127957;B1;0
1927;Pº STA.Mª CABEZA-EMBAJADORES;Paseo de Santa María de la Cabeza 62;40.4014398362437;-3.69885516186087;A;0
2535;Pº STA.Mª CABEZA-Pº CHOPERA;Paseo de Santa María de la Cabeza 85;40.3973640656334;-3.70244231466567;A;0
2538;Pº STA.Mª CABEZA-BALEARES;Calle de Baleares 48;40.3898866372717;-3.71274467174016;A;0
2539;Pº STA.Mª CABEZA-BALEARES;Calle de Manuel Noya 2 B;40.3897764941832;-3.71161242802929;A;0
5623;Pº STA.Mª CABEZA-Pº ESPERANZA;Paseo de Santa María de la Cabeza 84;40.3984313493021;-3.70174639011722;A;0
50010;AV.CIUDAD DE BARCELONA-EST. ATOCHA;Avda de la Ciudad de Barcelona 2 B;40.4077301025391;-3.69066452980042;A;0
50011;AV.CIUDAD DE BARCELONA-EST. ATOCHA;Avda de la Ciudad de Barcelona 2 B;40.4073753356934;-3.69013047218323;A;0
11059;EXTREMADURA-ARADOS;Calle de Extremadura 18;40.2801818847656;-3.79533934593201;B2;1
15595;MÓSTOLES-ALCALDE MANUEL GÓMEZ CASADO;Calle de Móstoles 36;40.3138847351074;-3.78482484817505;B1;1
15596;ALCALDE MANUEL GÓMEZ CASADO-MÓSTOLES;Calle de Móstoles 34;40.3141212463379;-3.7847216129303;B1;1
08128;AV.LOS ÁNGELES-ISAAC PERAL;Avda de los Ángeles 9;40.309514707279;-3.72327882831596;B1;1
08311;AV.JUAN DE LA CIERVA-PZA.ESPAÑA;Avda de Juan de la Cierva 33;40.3093500710321;-3.72511289773529;B1;1
08320;AV.LOS ÁNGELES-AV.ARAGÓN;Avda de los Ángeles 29;40.3096125272552;-3.72059673127787;B1;1
12588;PZA.FUENTE DE GOYA-EST.LOS ESPARTALES;Ctra de Villaverde SN;40.3251780969465;-3.7194909842299;B1;1
20019;AV.FEDERICA MONTSENY-C.C.BULEVAR;Avda de Federica Montseny 1;40.3255921207788;-3.71955423516519;B1;0
15559;VALLE DE TENA-VALLE DE SANTA ANA;Calle del Valle de Tena 11;40.4319884692536;-3.89381493251422;B2;1
15561;PLAYA DEL SALER-PLAYA DE ARO;Calle   Playa del Saler 58;40.4371173542601;-3.89227937576819;B2;1
15563;PLAYA DEL SALER-PLAYA AGUADULCE;Calle   Playa del Saler 22;40.4420063397897;-3.8891368303987;B2;1
15564;PLAYA DEL SARDINERO-GTA.ALCALDE FABRA;Calle   Playa del Sardinero 12;40.4423636558601;-3.88247950650055;B2;1
17040;PZA.GUERNICA-EST.JARAMA;Plaza   Guernica SN;40.4228809034935;-3.52533483655176;B1;1
19349;HONDURAS-EST.LA RAMBLA;Calle   Honduras 2;40.4245730314966;-3.54703836882762;B1;0
19369;AV.ISABEL TORRES-JUAN PABLO II;Avda de Isabel Torres 6;40.4220693163514;-3.53532458400795;B1;0
19370;PZA.GUERNICA-EST.JARAMA;Plaza   Guernica 1;40.4220264196823;-3.52503349408482;B1;0
19371;AV.ALGORTA-EST.HENARES;Avda de Algorta 10;40.4179668954916;-3.52623957962907;B1;0
19372;AV.ALGORTA-EST.HENARES;Avda de Algorta 31;40.4174613371483;-3.52647138063815;B1;0
06823;PºALCOBENDAS-SALVIA;Paseo de Alcobendas 3;40.525089263916;-3.63094902038574;B1;1
06825;PºALCOBENDAS-CºANCHO;Paseo de Alcobendas 9;40.5267524719238;-3.62859153747559;B1;1
06827;PºALCOBENDAS-C.C.BULEVAR;Paseo de Alcobendas 10;40.5280609130859;-3.62173247337341;B1;1
06829;PºALCOBENDAS-VEREDA DE LAS PEÑAS;Paseo de Alcobendas 12;40.5274696350098;-3.61757111549377;B1;1
06831;PºALCOBENDAS-URB.LEVIT PARK;Paseo de Alcobendas 14;40.527271270752;-3.61228013038635;B1;1
06832;CAMINO VIEJO-PºCONDE DE LOS GAITANES;Calle del Camino Viejo 88;40.5248489379883;-3.60856294631958;B1;1
09421;CAMINO NUEVO-CUESTA DEL CERRO;Calle  Camino Nuevo 49;40.5214080810547;-3.63880062103271;B1;1
09422;AZALEA-PºDE ALCOBENDAS;Calle de la Azalea 755;40.5251884460449;-3.63444471359253;B1;1
09428;CAMINO SUR-PºMARQUESA VIUDA ALDAMA;Calle del Camino Sur 66;40.5161361694336;-3.6241250038147;B1;1
09435;CAMINO HUERTA-VEREDA LOS ÁLAMOS;Calle   Camino de la Huerta 61;40.512767791748;-3.6224057674408;B1;1
09437;CAMINO HUERTA-CºANCHO;Calle  Camino de la Huerta 82;40.5136528015137;-3.62001776695251;B1;1
09439;CAMINO VIEJO-CºANCHO;Calle del Camino Viejo 64;40.5128517150879;-3.61499381065369;B1;1
09441;CAMINO VIEJO-INTERGOLF;Calle del Camino Viejo 84;40.5186004638672;-3.60986399650574;B1;1
09443;CAMINO VIEJO-CºLIEBRES;Calle del Camino Viejo 76;40.5152359008789;-3.61226511001587;B1;1
11331;AV.VEGA-C.C.LA VEGA;Avda de la Ermita 5;40.5335960388184;-3.63564562797546;B1;1
12241;NARDO-CENTRO CÍVICO;Calle del Nardo 44;40.5311317443848;-3.63638973236084;B1;1
16936;JAZMÍN-KERRIA;Calle   Jazmín 95;40.520938873291;-3.64075565338135;B1;1
16938;CAMINO NUEVO-GTA.LA PALMERA;Calle   Camino Nuevo 229;40.5245475769043;-3.6344621181488;B1;1
16940;CAMINO DEL GOLF-CAMINO MESONCILLOS;Calle del Camino del Golf 22;40.5202789306641;-3.61626577377319;B1;1
16942;CAMINO DEL GOLF-PºCONDE LOS GAITANES;Calle del Camino del Golf 42;40.5242919921875;-3.61539340019226;B1;1
16944;CAMINO ANCHO-HALCÓN;Calle del Camino Ancho 84;40.5258369445801;-3.62628102302551;B1;1
16946;PºALCOBENDAS-VEREDILLA;Paseo de Alcobendas 3;40.5249519348145;-3.63162064552307;B1;1
17513;AV.ERMITA-EST.LA MORALEJA;Avda de la Ermita 2;40.5319557189941;-3.63606691360474;B1;1
17518;CAMINO ANCHO-PºMARQUESA VIUDA ALDAMA;Calle del Camino Ancho 63;40.5177192687988;-3.61942958831787;B1;1
17519;PºCONDE LOS GAITANES Nº65;Paseo del Conde de los Gaitanes 74;40.5246810913086;-3.62167763710022;B1;1
17520;PºALCOBENDAS-COLEGIO;Paseo de Alcobendas 9;40.5270042419434;-3.62828707695007;B1;1
17521;CAMINO DEL GOLF-CAMINO DE MESONCILLOS;Calle del Camino del Golf 32;40.5221366882324;-3.61437010765076;B1;1
20860;CAMINO ANCHO-COLEGIO;Calle del Camino Ancho sn;40.5090980529785;-3.61140656471252;B1;0
16064;MIGUEL GILA-JAVIER MARÍAS;Calle  Miguel Gila SN;40.348819732666;-3.52072715759277;B1;1
17275;MIGUEL GILA-AV.PABLO IGLESIAS;Calle   Miguel Gila 2;40.3472328186035;-3.52281093597412;B1;1
17276;MIGUEL GILA-AV.PABLO IGLESIAS;Calle  Miguel Gila SN;40.3473663330078;-3.52297687530518;B1;1
18869;FUNDICIÓN-CÉSAR MANRIQUE;Calle de la Fundición 7;40.3543815612793;-3.54313278198242;B1;0
19189;JOSÉ SARAMAGO-AV. JOSÉ HIERRO;Calle de José Saramago 1 B;40.3527946472168;-3.53777384757996;B1;0
20466;PENSAMIENTO-AV.PABLO IGLESIAS;Calle   Pensamiento 1;40.3517112731934;-3.5308530330658;B1;0
20467;PENSAMIENTO-PETUNIA;Calle   Pensamiento 1;40.3531684875488;-3.52887439727783;B1;0
20468;PENSAMIENTO-DALIA;Calle   Pensamiento 1;40.3528327941895;-3.52953124046326;B1;0
20496;FUNDICIÓN-POLEA;Calle de la Fundición 9;40.3539505004883;-3.54308223724365;B1;0
20497;FUNDICIÓN-MARTILLO;Calle de la Fundición 31;40.35205078125;-3.54110050201416;B1;0
20498;FUNDICIÓN-JOSÉ SARAMAGO;Calle de la Fundición 39;40.3518180847168;-3.5404155254364;B1;0
20824;AV.OCHO DE MARZO-AV. LOS ALMENDROS;Avda de los Ocho de Marzo 290;40.379093170166;-3.53380107879639;B1;0
07998;LIBERTAD-HERENCIA;Calle  Libertad 35;40.1906509399414;-3.6833119392395;B3;1
07999;LIBERTAD-RONDA COMUNIDADES;Calle  Libertad 75;40.190258026123;-3.68766641616821;B3;1
09150;PZA.MONJAS-LUIS PLANELLES;Plaza de las Monjas 3;40.1889839172363;-3.67627024650574;B3;1
09155;PºESTACIÓN-EST.VALDEMORO;Paseo de la Estación 86;40.1955375671387;-3.66470432281494;B3;1
10758;AV.ANDALUCÍA-PºESTACIÓN;Avda de Andalucía 20;40.1916198730469;-3.67372369766235;B3;1
10760;PÍO BAROJA-CENTRO DE SALUD;Calle de Pío Baroja 1;40.1923942565918;-3.68583178520203;B3;1
10765;PºESTACIÓN-IBIZA;Paseo de la Estación 54;40.1937255859375;-3.66784691810608;B3;1
11035;ESTRIBO-AV.ANDALUCÍA;Calle   Estribo 4;40.1893043518066;-3.67338347434998;B3;1
11833;HERENCIA-INSTITUTO;Calle   Herencia 6;40.1891899108887;-3.68241620063782;B3;1
11834;LUIS PLANELLES-SESEÑA;Calle  Luis Planelles 47;40.1885643005371;-3.68020153045654;B3;1
15843;CUBA-COLEGIO;Calle de Cuba 23;40.1883735656738;-3.69067811965942;B3;1
19437;PºESTACIÓN-TENERIFE;Paseo de la Estación 48;40.1939125061035;-3.66818928718567;B3;0
19438;PºESTACIÓN-ALBERIZA;Paseo de la Estación 13;40.1923789978027;-3.67146372795105;B3;0
19439;PºESTACIÓN-ALBERIZA;Paseo de la Estación 18;40.1922264099121;-3.67128610610962;B3;0
09368;ÍTACA-HOMERO;Calle   Homero 7;40.4550699740711;-3.85560338398653;B2;1
17270;JOAQUÍN TURINA-CENTRO DE SALUD;Calle  Joaquín Turina 26;40.4484220794803;-3.86399771463582;B2;1
17724;MANUEL DE FALLA-RUPERTO CHAPÍ;Calle   Manuel de Falla SN;40.4501061856904;-3.86887782310672;B2;1
18498;AV.GUADARRAMA-VIRGEN DEL ROSARIO;Avda de Guadarrama 21;40.4753730466824;-3.88233351747438;B2;0
